,node_id pop_name max_mean_rate(Hz) preferred_angle OSI DSI Ave_Rate(Hz) firing_rate_sp,firing_rate_white_flash,firing_rate_black_flash,tfs,significant_tfs
6244,6244 e6Ntsr1 4.346194221294216 142.7045306583791 0.3414311332524197 0.0363564953414099 2.2687500000000003 2.5249999999999995,3.16,2.4,69.0,True
6245,6245 e6Ntsr1 2.9272428984633074 123.46216849889308 0.1819312434842737 0.0632080757027165 1.85 2.0250000000000004,,,,
6246,6246 e6Ntsr1 4.239986499551106 132.10206496619173 0.3932830902939002 0.0838667147380889 1.9625000000000004 1.875,,,,
6247,6247 e6Ntsr1 3.934225140040044 136.53148286081458 0.2469555668126019 0.0454068773030578 2.28125 2.975,,,,
6248,6248 e6Ntsr1 9.303604040430166 138.2100706617561 0.2108319334547828 0.1222749829105099 5.225 3.6499999999999995,,,,
6249,6249 e6Ntsr1 5.274305655229384 129.69682684354987 0.395159141403713 0.1984231199212942 2.1187500000000004 2.425,,,,
6250,6250 e6Ntsr1 5.5320003312812815 135.74901762609667 0.423214928131361 0.1260135973215509 2.31875 2.025,,,,
6251,6251 e6Ntsr1 7.872629625160877 120.61519712860212 0.2663785602695758 0.0196517642553395 4.75625 2.3,,,,
6252,6252 e6Ntsr1 3.857363040396924 144.5442173803548 0.1893579437226574 0.1689530292025538 2.0875 2.325,,,,
6253,6253 e6Ntsr1 3.544495541377802 133.79675488801567 0.1771955366527422 0.0916278392315245 2.29375 2.975,,,,
6254,6254 e6Ntsr1 10.19017530415142 129.4476690633838 0.3824122305220059 0.0400372930959081 5.10625 2.25,,,,
6255,6255 e6Ntsr1 11.759206866130947 131.7205337856903 0.2865080932928718 0.0684465572293944 6.65625 2.0250000000000004,12.0,6.0,79.0,True
6256,6256 e6Ntsr1 17.584292686143815 133.3448943656922 0.1414070708910534 0.0371931804380879 12.437500000000002 10.3,,,,
6257,6257 e6Ntsr1 5.839466909607632 128.1536387112342 0.135831849246143 0.047184338324042 4.025 3.7000000000000006,,,,
6258,6258 e6Ntsr1 4.105222172143703 139.0746165349352 0.2108613288395954 0.0598262613510108 2.5 2.3249999999999997,,,,
6259,6259 e6Ntsr1 2.6101038076958405 312.91634674977166 0.2444438435507789 0.0224571952980872 1.5375 2.5749999999999997,,,,
6260,6260 e6Ntsr1 15.266168420201916 135.99107137083706 0.1563735809505855 0.0326966057810674 10.75625 8.35,,,,
6261,6261 e6Ntsr1 3.2427095287083643 144.91853558876542 0.175292013300627 0.024263356875364 2.13125 2.9000000000000004,,,,
6262,6262 e6Ntsr1 3.032051745265609 139.09506802660377 0.2902076893995416 0.164198828726559 1.3312499999999998 2.075,,,,
6263,6263 e6Ntsr1 4.125879060232827 131.88017989212682 0.2581084400508634 0.0454492311957488 2.4312500000000004 2.5250000000000004,,,,
6264,6264 e6Ntsr1 3.17933668736118 138.3602088307401 0.233199926881115 0.0670141172864033 1.85625 1.5999999999999999,,,,
6265,6265 e6Ntsr1 10.84542425365236 149.1052000987232 0.3046824985997547 0.0988023983980478 5.60625 3.2249999999999996,,,,
6266,6266 e6Ntsr1 6.776310835643731 140.36449539864532 0.2409560467595629 0.1524439626307616 3.48125 3.2,,,,
6267,6267 e6Ntsr1 9.244826951830694 141.28358224336955 0.3179451000135241 0.0896685889154024 4.73125 3.0,8.319999999999999,5.44,74.0,True
6268,6268 e6Ntsr1 3.0434464044057368 138.60282662227507 0.1350296081889781 0.0367764326242426 2.0875000000000004 2.9,,,,
6269,6269 e6Ntsr1 5.787997919614559 135.68818346993385 0.3247825996327719 0.1280842748417506 2.65625 2.0999999999999996,,,,
6270,6270 e6Ntsr1 3.3938316404985893 141.3877060316362 0.2330321815843972 0.0760456839536816 1.93125 2.7750000000000004,,,,
6271,6271 e6Ntsr1 4.067262232141523 134.19488188101917 0.224754527815519 0.0136926896038312 2.5875000000000004 1.9,,,,
6272,6272 e6Ntsr1 6.120784368496064 131.51345406142036 0.3942758045389538 0.1327590673154546 2.7625 2.3,,,,
6273,6273 e6Ntsr1 4.7948909217225575 133.5769482512209 0.2193057128592259 0.0673948623823455 2.825 3.45,,,,
6274,6274 e6Ntsr1 5.855523260880601 132.18753515878086 0.2495230017354346 0.1499362841567647 2.8125 2.55,,,,
6275,6275 e6Ntsr1 6.955799176367681 138.48044495924444 0.2622797464653165 0.1220991481803472 3.81875 4.05,,,,
6276,6276 e6Ntsr1 5.071279437879944 140.9633210193004 0.2993249896749923 0.0762651558657744 2.475 2.65,,,,
6277,6277 e6Ntsr1 7.035171167065927 143.00711114434594 0.2531329613368365 0.0813989234168461 4.05625 4.325,,,,
6278,6278 e6Ntsr1 3.465876660935601 141.93706951051857 0.2387048369610638 0.0563902819836341 1.9625 2.7500000000000004,,,,
6279,6279 e6Ntsr1 3.604827058704994 321.90139063279537 0.1616945413938061 0.0396409594492802 2.625 2.375,,,,
6280,6280 e6Ntsr1 16.0044335169871 139.849966608796 0.1800844696628508 0.0394912265173771 10.48125 8.799999999999999,,,,
6281,6281 e6Ntsr1 5.135291292415228 128.7874683814517 0.2968034877355863 0.1832151329442114 2.3375 2.625,,,,
6282,6282 e6Ntsr1 3.6018938159644325 137.1513595794436 0.1995695412366886 0.0447386417438538 2.41875 3.2499999999999996,,,,
6283,6283 e6Ntsr1 2.9625832754005845 320.999672770959 0.2201302792549724 0.0418290436333503 1.84375 2.425,,,,
6284,6284 e6Ntsr1 3.4564217575396734 146.3127992926115 0.2189998156789955 0.0477248168207899 1.9875 1.9250000000000003,,,,
6285,6285 e6Ntsr1 3.9813243904768263 137.4647900050494 0.1995719220161875 0.0597861217336849 2.3875 2.95,,,,
6286,6286 e6Ntsr1 2.602371510273119 140.92232839772902 0.2570205077812241 0.1058733446063569 1.3 2.2750000000000004,,,,
6287,6287 e6Ntsr1 3.563895794064593 138.0472785635743 0.2179647919252811 0.0906657455216845 2.125 2.2,,,,
6288,6288 e6Ntsr1 2.8244592089732268 147.72495259236896 0.159629735187187 0.0462373570187061 1.9125 1.45,,,,
6289,6289 e6Ntsr1 5.946549985938633 135.99301370568122 0.3364996480228555 0.0949467682241482 2.8625000000000003 2.5500000000000003,,,,
6290,6290 e6Ntsr1 8.894682560908132 148.63789239257187 0.3229676705092775 0.1195204553100041 3.98125 1.925,,,,
6291,6291 e6Ntsr1 4.86454051563572 132.5317619590708 0.285679015680186 0.1340616320325708 2.5 3.325,,,,
6292,6292 e6Ntsr1 3.1833111967834147 327.3395148139478 0.3034992510839172 0.0377939345759518 1.70625 2.55,,,,
6293,6293 e6Ntsr1 15.679530103123057 135.76490460352824 0.3766342060876807 0.0969361432310437 7.137499999999999 3.9999999999999996,11.04,5.64,116.0,False
6294,6294 e6Ntsr1 7.50864102380872 143.31412732125457 0.2175239336587684 0.1270799815805618 4.0375 3.3999999999999995,,,,
6295,6295 e6Ntsr1 4.209319148511902 144.65277940181292 0.2937085932289522 0.1073183105636278 2.10625 2.5749999999999997,1.72,1.24,143.5,False
6296,6296 e6Ntsr1 3.4526080474663 141.79732699336745 0.194056943199614 0.0157863884129292 2.28125 2.575,,,,
6297,6297 e6Ntsr1 2.6528934903861248 330.75494833801974 0.1876214651290437 0.016678210313064 1.73125 1.3999999999999997,,,,
6298,6298 e6Ntsr1 3.33528208268731 140.01407586486428 0.2168084785019488 0.0376719927900525 2.1375 1.6250000000000002,,,,
6299,6299 e6Ntsr1 15.890502411988324 134.5670343726158 0.285315877355064 0.089096167721009 8.45625 4.3,17.16,5.24,74.5,True
6300,6300 e6Ntsr1 2.942429298374424 141.33582590908995 0.2124468800020116 0.0380852565607887 1.9625000000000004 2.3,,,,
6301,6301 e6Ntsr1 4.217920340197778 139.42638338103674 0.3557962480914287 0.1329659858230802 1.98125 1.8499999999999999,,,,
6302,6302 e6Ntsr1 3.2574489671687887 141.11741222620927 0.2310491806086191 0.0501801053251664 1.96875 1.85,,,,
6303,6303 e6Ntsr1 3.41849413626876 150.83206226040642 0.2818337465290702 0.1261407248209992 1.90625 2.1999999999999997,,,,
6304,6304 e6Ntsr1 5.2493948108573605 143.08295614310435 0.2591687320712398 0.1260118034311835 2.63125 2.0500000000000003,,,,
6305,6305 e6Ntsr1 5.773295683584051 145.80931032081716 0.2599046445707653 0.0669957213790307 3.26875 3.45,,,,
6306,6306 e6Ntsr1 4.450088084162904 151.248653480282 0.249368398013216 0.0606307208259821 2.2875 3.025,,,,
6307,6307 e6Ntsr1 3.018027193776553 141.90039162356953 0.1928783382789317 0.0421438826353367 2.10625 2.65,,,,
6308,6308 e6Ntsr1 6.020365727195762 137.24947610458122 0.3108702313318635 0.1309603593147484 2.825 2.6750000000000003,,,,
6309,6309 e6Ntsr1 3.948845805465445 151.92087633991122 0.2256497515788241 0.0286643527527766 2.58125 2.4,,,,
6310,6310 e6Ntsr1 4.851945434412522 135.56777033653114 0.1930149481855182 0.0622382715269866 3.0500000000000003 1.5250000000000001,,,,
6311,6311 e6Ntsr1 2.0072268010155017 319.00783473533807 0.2523438760045832 0.0468164724159681 1.275 1.975,,,,
6312,6312 e6Ntsr1 5.451350076468389 150.98031966096042 0.3055747163110235 0.0978192179581568 2.575 2.625,,,,
6313,6313 e6Ntsr1 5.771874076007087 152.63003388745437 0.3261430572408776 0.1668924966769846 2.63125 1.7,,,,
6314,6314 e6Ntsr1 3.380760032389757 142.40592034044911 0.1455704547449563 0.0365853140718007 2.4062500000000004 2.3,,,,
6315,6315 e6Ntsr1 5.496179036426576 141.60491370265274 0.2448358599918527 0.083894119615988 2.96875 2.8750000000000004,,,,
6316,6316 e6Ntsr1 4.70954348618978 143.2358044314361 0.2153584344106309 0.1108068719064464 2.73125 3.0,,,,
6317,6317 e6Ntsr1 4.833541922090609 138.59773179884368 0.3289497380465015 0.1346641984979095 2.2625 1.5750000000000002,,,,
6318,6318 e6Ntsr1 4.855775330543193 146.7372032773754 0.2426749332758703 0.1034236896664861 2.58125 2.5000000000000004,,,,
6319,6319 e6Ntsr1 10.183524875267263 152.66500223799878 0.2859329315312294 0.1077897935627123 5.112499999999999 5.2250000000000005,,,,
6320,6320 e6Ntsr1 17.3636511851885 141.3567838876701 0.2207018946861214 0.0864993922103629 9.8875 7.924999999999999,,,,
6321,6321 e6Ntsr1 6.935187869904464 146.23050242931188 0.2588615889764595 0.0858564298708768 3.9375 3.7500000000000004,,,,
6322,6322 e6Ntsr1 3.333699875744348 151.66370718171223 0.2157294597854875 0.076096759144213 2.0375 2.35,,,,
6323,6323 e6Ntsr1 5.93660474346385 138.94542023674475 0.209855882454324 0.1733422755896679 3.39375 2.475,,,,
6324,6324 e6Ntsr1 11.294967747094454 141.62983030052095 0.2780334323202321 0.067774673523297 6.537500000000001 3.3,15.559999999999999,6.720000000000001,64.0,True
6325,6325 e6Ntsr1 4.405993708790716 145.34723260535984 0.218321471726529 0.0611709589789222 2.825 3.3499999999999996,,,,
6326,6326 e6Ntsr1 5.054626909698148 148.44933210956356 0.3212177558824993 0.0975688457292917 2.36875 2.875,,,,
6327,6327 e6Ntsr1 3.5318823186736976 147.64848441743626 0.2482859143920754 0.0147301377109834 2.1625 3.3750000000000004,,,,
6328,6328 e6Ntsr1 5.871544627617893 145.94167168828469 0.4020633639376711 0.0908930672061086 2.6875 2.775,,,,
6329,6329 e6Ntsr1 4.2948294443358845 152.15127085715432 0.1804749525204158 0.046581918334025 2.9875000000000003 3.2499999999999996,,,,
6330,6330 e6Ntsr1 6.305540161078235 148.92139971179498 0.3009043817689806 0.1108226408087929 3.0375 2.55,,,,
6331,6331 e6Ntsr1 3.356534922163405 330.6134718799351 0.2655294995309661 0.0614894347337014 2.00625 2.775,,,,
6332,6332 e6Ntsr1 3.2188837284638567 151.83938750133123 0.3258889657091913 0.0195310729302161 1.68125 2.4499999999999997,,,,
6333,6333 e6Ntsr1 2.9029173784868885 148.75048808756262 0.2743590231756694 0.0230570442496272 1.7625000000000002 2.2,,,,
6334,6334 e6Ntsr1 5.918837542401167 162.27210694642022 0.3115851493279511 0.1381634443339771 2.38125 1.75,,,,
6335,6335 e6Ntsr1 3.5626171070672314 150.33003062705984 0.2907317775014708 0.1416734458332198 1.8375 2.4,,,,
6336,6336 e6Ntsr1 4.174806340116366 140.1256243111841 0.176889399608562 0.0302286020746712 2.8000000000000003 2.9499999999999997,,,,
6337,6337 e6Ntsr1 2.289108901348876 140.05296333491182 0.2499765423410226 0.0351159471381724 1.36875 1.775,,,,
6338,6338 e6Ntsr1 4.352386902883501 333.6354749915986 0.2398111516355766 0.0348420553519856 2.3875 3.4499999999999997,,,,
6339,6339 e6Ntsr1 5.516130724108406 142.53847343587938 0.3209532720526279 0.0815612852577875 2.8625000000000007 2.1999999999999997,,,,
6340,6340 e6Ntsr1 3.766999290994456 321.82895706547833 0.188463860553802 0.0262638838700667 2.775 3.325,,,,
6341,6341 e6Ntsr1 6.03155599792875 151.03369280218865 0.2832475074625069 0.1245608177800015 2.975 2.925,,,,
6342,6342 e6Ntsr1 2.4443208448010347 152.41628858102342 0.1565984883684349 0.0494638802255873 1.69375 2.8000000000000003,,,,
6343,6343 e6Ntsr1 4.697380287212818 149.41107247843254 0.2998416918564034 0.0808590749158762 2.3125 2.975,,,,
6344,6344 e6Ntsr1 3.968454641131504 150.7988446527758 0.3377034820635545 0.0918982051747546 1.75625 1.6,,,,
6345,6345 e6Ntsr1 5.442151720778078 141.68456414203646 0.398650531900541 0.2607561920686945 1.925 1.6750000000000003,,,,
6346,6346 e6Ntsr1 6.447852291547492 146.03285415084244 0.1810986163787672 0.0569559524373385 4.2875 4.1,,,,
6347,6347 e6Ntsr1 3.0121873528456566 150.70066483283455 0.2126641377923381 0.0323672497565043 2.03125 2.3499999999999996,,,,
6348,6348 e6Ntsr1 13.762896806779462 151.32100270135658 0.1372250797123148 0.0206604035830626 10.725 12.125,,,,
6349,6349 e6Ntsr1 10.911996066531684 142.65947393841182 0.3533863916229816 0.1360030270290766 5.01875 3.875,,,,
6350,6350 e6Ntsr1 4.619247345168493 147.20922257463295 0.3107019023438506 0.0870156189786508 2.40625 2.4,,,,
6351,6351 e6Ntsr1 4.01779383292098 150.08159410893538 0.2221170353782078 0.073382493376608 2.41875 2.5500000000000003,,,,
6352,6352 e6Ntsr1 7.152151199768046 153.1287344886638 0.2285645356171557 0.1219857723055605 3.86875 3.8499999999999996,,,,
6353,6353 e6Ntsr1 4.680510047624544 163.39341252463848 0.2621472500761024 0.0394717097215276 2.9624999999999995 2.0749999999999997,,,,
6354,6354 e6Ntsr1 4.863321559147724 154.3519466647235 0.2703764935712091 0.1311301851961899 2.71875 2.275,,,,
6355,6355 e6Ntsr1 4.11849186279466 148.95089860396038 0.1432562550150635 0.106251491980207 2.5562499999999995 2.8,,,,
6356,6356 e6Ntsr1 7.228824081505783 158.29547787105315 0.2720002223951053 0.1144071144939114 3.59375 1.9749999999999999,,,,
6357,6357 e6Ntsr1 3.151390819608628 150.87525804042735 0.2931918667885728 0.0649588374984455 1.7625000000000002 2.8,,,,
6358,6358 e6Ntsr1 20.2043197525772 161.3577147329033 0.1768849570693471 0.0744392921190765 13.4 9.399999999999999,23.560000000000002,11.84,54.5,True
6359,6359 e6Ntsr1 3.90349114000953 158.3778303928427 0.2166511395376811 0.0878025171319503 2.125 2.3,,,,
6360,6360 e6Ntsr1 6.802985901905787 150.65799965189788 0.2313385654322499 0.0593854462344532 4.0125 5.125000000000001,,,,
6361,6361 e6Ntsr1 8.621399675348837 147.56643436923434 0.1964579654827389 0.0486433022536492 5.91875 6.499999999999999,,,,
6362,6362 e6Ntsr1 5.287166626362773 338.9352910442043 0.2523904793065927 0.0314789554158899 3.05 4.275,,,,
6363,6363 e6Ntsr1 6.39455891796029 153.73033312843438 0.3347164829627339 0.0735757160917382 2.75 2.675,,,,
6364,6364 e6Ntsr1 3.077445527603304 159.33458464805935 0.2722019213550637 0.1457599801972696 1.6437499999999998 2.075,,,,
6365,6365 e6Ntsr1 6.066261622028788 153.18579641369328 0.1926232385523522 0.0998422392922039 3.06875 2.225,,,,
6366,6366 e6Ntsr1 3.753099975801069 148.7509094994572 0.2435837347257699 0.0307296879519516 1.9625 2.65,,,,
6367,6367 e6Ntsr1 10.704757806298336 161.25951841933733 0.3419061637618228 0.041744323775995 5.4437500000000005 4.5,,,,
6368,6368 e6Ntsr1 3.469271831117464 151.92557872441174 0.1811834811790948 0.0501834837905855 2.4875000000000003 2.625,2.8800000000000003,1.96,82.0,True
6369,6369 e6Ntsr1 5.222346347670609 161.74092441787226 0.2598162779155612 0.0948482002152722 2.6562500000000004 2.975,,,,
6370,6370 e6Ntsr1 10.193259263286649 155.94828966663437 0.3379495374256042 0.0366106472006798 5.7625 5.0,,,,
6371,6371 e6Ntsr1 4.042521320491916 335.51357120602825 0.1865414704477274 0.0344203135570093 2.91875 2.825,,,,
6372,6372 e6Ntsr1 18.632170067850883 146.09936908275006 0.1673281943527709 0.074798226599489 12.125 10.125,,,,
6373,6373 e6Ntsr1 5.443766708165319 151.13565699368476 0.2306392777292045 0.0563703308165651 3.51875 3.5500000000000003,,,,
6374,6374 e6Ntsr1 5.14472001291817 153.59913273785705 0.2490146787828128 0.0989945904877664 2.375 2.3000000000000003,,,,
6375,6375 e6Ntsr1 5.9076249074876594 162.74839921376554 0.3281671360084708 0.1559657033709089 2.81875 1.9499999999999997,,,,
6376,6376 e6Ntsr1 8.059104612375735 162.2299233815616 0.284198592367289 0.1186968800624084 4.1125 4.525,,,,
6377,6377 e6Ntsr1 3.35632925412216 161.2478036152715 0.1941773011269016 0.0455140660407479 2.3374999999999995 3.15,,,,
6378,6378 e6Ntsr1 5.366873326153805 162.4101399829577 0.1913732299935861 0.02253384870031 3.24375 3.55,,,,
6379,6379 e6Ntsr1 4.49228710218101 158.19063694224377 0.2071450601652476 0.0410331099674266 2.7562500000000005 2.725,,,,
6380,6380 e6Ntsr1 9.112914201714457 164.72567864044686 0.311590899881381 0.1356357130201874 3.75 2.675,,,,
6381,6381 e6Ntsr1 7.435257981157222 146.79669129565008 0.3365225979188241 0.1520796504666595 3.4 3.4,,,,
6382,6382 e6Ntsr1 6.374565506652843 166.64042596340488 0.2151203858324777 0.1141068621578721 3.55 2.275,,,,
6383,6383 e6Ntsr1 3.5537450963718933 164.16457951352706 0.228054303888962 0.0552147333302395 2.3125 2.525,,,,
6384,6384 e6Ntsr1 3.736714706214144 161.69470565612897 0.2490872078053286 0.0993889794596304 1.94375 2.7499999999999996,,,,
6385,6385 e6Ntsr1 5.009788168295772 153.70242111099415 0.2263526869978101 0.0348840469127761 3.3687500000000004 3.3249999999999997,,,,
6386,6386 e6Ntsr1 2.8896012900031693 151.8991696174064 0.1367818106456729 0.0418240670806841 2.19375 2.6999999999999997,,,,
6387,6387 e6Ntsr1 2.794181649919749 163.25103570025323 0.1969002385981677 0.0476249091378061 1.59375 2.1999999999999997,,,,
6388,6388 e6Ntsr1 5.168854424762067 156.60289640063394 0.2282979413416262 0.1305517465069974 3.0625000000000004 4.475,,,,
6389,6389 e6Ntsr1 2.808512562303572 158.80831545017583 0.2382719398875132 0.0676898600165938 1.3375 2.4749999999999996,,,,
6390,6390 e6Ntsr1 7.290538738874799 177.46982173400434 0.220276299048752 0.1292482650302487 4.09375 4.550000000000001,,,,
6391,6391 e6Ntsr1 9.694004250264916 158.5946795013598 0.2661765462092384 0.1285447458201886 4.65 3.8,,,,
6392,6392 e6Ntsr1 8.51738991782713 167.66018317314413 0.3265394698345113 0.163839015807974 3.675 3.0000000000000004,,,,
6393,6393 e6Ntsr1 2.774291609433361 156.35181097173023 0.336924396348652 0.1146435575550695 1.43125 2.5500000000000003,,,,
6394,6394 e6Ntsr1 10.093387367080942 162.91473324845765 0.3713646349817311 0.1620277040851234 3.6374999999999993 3.275,,,,
6395,6395 e6Ntsr1 8.976960565948811 177.58981686413222 0.2964441936022765 0.1090852938826771 4.5125 2.15,,,,
6396,6396 e6Ntsr1 25.912091551531358 157.59062466230708 0.1396139814363582 0.0548090837036794 15.7375 5.175,23.8,16.84,81.0,True
6397,6397 e6Ntsr1 8.953578729504207 148.6324340652593 0.242563485433838 0.037004273614277 5.83125 3.1250000000000004,4.44,2.0799999999999996,133.0,False
6398,6398 e6Ntsr1 5.025900388319267 168.06821085828224 0.2592558343726985 0.1273501608135939 2.35625 2.6500000000000004,,,,
6399,6399 e6Ntsr1 4.495401511826473 168.86398147316808 0.2576013864838142 0.1066003417126645 2.45625 2.575,,,,
6400,6400 e6Ntsr1 4.13270482869085 163.79044094049652 0.2926367429338118 0.1057202924174284 2.04375 2.7,,,,
6401,6401 e6Ntsr1 8.339408950655312 152.87301400418528 0.2166844192142076 0.0827017977701636 4.2250000000000005 2.9499999999999997,,,,
6402,6402 e6Ntsr1 15.291519747448326 167.72561931486058 0.2962306766083146 0.1208599262494665 7.9 5.25,,,,
6403,6403 e6Ntsr1 3.002427940527652 169.7843121424692 0.2617236421501188 0.1199138266136804 1.725 1.55,,,,
6404,6404 e6Ntsr1 4.006619099464602 338.5478707773979 0.1559589646901452 0.0057759433268641 3.0625 2.9000000000000004,,,,
6405,6405 e6Ntsr1 7.546430072900704 169.48363108980402 0.3328832628045791 0.0973691402342508 3.85 2.7,,,,
6406,6406 e6Ntsr1 2.5415238373149687 343.1971185374945 0.344098254504862 0.0076533470052518 1.50625 2.0,,,,
6407,6407 e6Ntsr1 2.865940952414112 158.56530451287458 0.3635046540987576 0.093401879835417 1.28125 1.85,,,,
6408,6408 e6Ntsr1 4.263219446609511 173.35234642654115 0.2586124179068856 0.1430284556112007 2.16875 1.8999999999999997,,,,
6409,6409 e6Ntsr1 3.470252156062958 172.6459000427102 0.2852860440129258 0.103532095252798 1.7375 1.9000000000000001,,,,
6410,6410 e6Ntsr1 7.37609915374893 165.92120203937614 0.2639607664729874 0.130309361878036 3.56875 3.075,,,,
6411,6411 e6Ntsr1 14.804093910870051 154.48668340487578 0.0630056954632954 0.0218684215452702 12.7375 13.075,,,,
6412,6412 e6Ntsr1 3.407868966122713 345.2021380577348 0.1635151217822101 0.0109453980453292 2.325 2.75,,,,
6413,6413 e6Ntsr1 4.18241057217712 162.15140591909332 0.2056723551810818 0.0121566962738737 2.4375 2.5,,,,
6414,6414 e6Ntsr1 5.306577883111489 160.59903314519917 0.3561727284514691 0.1254471444281191 2.05 2.7,,,,
6415,6415 e6Ntsr1 12.540779837393757 149.48773821532453 0.3242894564128884 0.138307297840036 5.86875 2.55,,,,
6416,6416 e6Ntsr1 4.035476965470324 168.53783302431643 0.2312550479352231 0.1722214462254847 1.9875 1.9749999999999999,,,,
6417,6417 e6Ntsr1 3.0638660550475088 341.60384651509025 0.2611645789034993 0.0404956700703647 1.60625 1.9500000000000002,,,,
6418,6418 e6Ntsr1 6.814557945668409 167.1307317243968 0.1901442392258081 0.0791031591624136 4.0875 5.5249999999999995,,,,
6419,6419 e6Ntsr1 4.2808366993535 160.70734229180258 0.1849414132862802 0.0581649364511368 2.36875 2.475,,,,
6420,6420 e6Ntsr1 3.720373105781553 340.5324454069756 0.251349022995807 0.0059545942714726 2.03125 2.075,,,,
6421,6421 e6Ntsr1 7.210775579173954 164.06968925883035 0.2085373926245333 0.0972853240885177 3.99375 3.725,,,,
6422,6422 e6Ntsr1 5.541061135863924 165.36747745060018 0.19608909800311 0.0413742379466727 3.66875 4.1,,,,
6423,6423 e6Ntsr1 3.7147799120435994 167.94935080448565 0.3505201893103831 0.1522917125215038 1.7 2.325,,,,
6424,6424 e6Ntsr1 10.95234269029493 163.6526057234762 0.1715901993625054 0.0480673552867822 7.456250000000001 3.0250000000000004,14.28,6.680000000000001,68.0,True
6425,6425 e6Ntsr1 19.9497358530476 169.41492896660847 0.1284944092354596 0.0582557700138581 13.75625 12.2,,,,
6426,6426 e6Ntsr1 3.7384818383494856 165.37392139260373 0.2509109956632568 0.0485601464972166 2.15 2.4999999999999996,,,,
6427,6427 e6Ntsr1 3.354116526646664 162.1465873443483 0.3389863100942674 0.065830592438674 1.6375 1.625,,,,
6428,6428 e6Ntsr1 3.010957560154738 177.52316235585383 0.1387491078327779 0.1268682406307114 1.95 2.225,,,,
6429,6429 e6Ntsr1 3.3225011571468914 343.8002285898589 0.2913860076589791 0.0390191151806517 1.5937499999999998 1.7249999999999999,,,,
6430,6430 e6Ntsr1 3.710165831696999 166.3101418015574 0.3172581642222528 0.1053530278731389 2.01875 2.675,,,,
6431,6431 e6Ntsr1 8.634356857103038 163.85703662789663 0.3712131025890908 0.1226136020379246 3.875 2.9250000000000003,,,,
6432,6432 e6Ntsr1 6.086767087457033 161.0448230159677 0.2834008097165991 0.2004856578193571 3.0875 2.45,,,,
6433,6433 e6Ntsr1 17.77486051831194 166.39685095809168 0.1336974067644685 0.0559616685367371 12.11875 9.35,,,,
6434,6434 e6Ntsr1 4.114575500114968 168.37933577967218 0.3813374685318462 0.116847639204031 1.94375 2.8749999999999996,,,,
6435,6435 e6Ntsr1 6.594001034074113 170.27643772855697 0.3366815394868507 0.1001507515218558 2.9375 2.875,,,,
6436,6436 e6Ntsr1 6.211473580173055 159.9968378357725 0.2403948101029314 0.0742826552639864 3.44375 3.025,,,,
6437,6437 e6Ntsr1 4.307634298375226 173.5858723235413 0.2904158867756936 0.2005336892996008 1.93125 1.8250000000000002,,,,
6438,6438 e6Ntsr1 4.464709428349399 172.02618958425876 0.2662231673715278 0.1379989773273922 2.11875 2.7750000000000004,,,,
6439,6439 e6Ntsr1 7.862239989511336 168.21271257887523 0.2491656824413784 0.0294011956048484 4.81875 4.025,,,,
6440,6440 e6Ntsr1 7.570027578093922 176.61551467140455 0.3331725624672569 0.1935102026937186 3.1437500000000003 3.7500000000000004,,,,
6441,6441 e6Ntsr1 2.967776848918408 349.46889962658986 0.1948503204879499 0.0234033882830299 1.85625 2.6,,,,
6442,6442 e6Ntsr1 7.816216835179482 178.68335855944795 0.4369079796923952 0.172338719242466 3.2125000000000004 2.8500000000000005,,,,
6443,6443 e6Ntsr1 9.541319941592976 164.55093598960298 0.2560892664475784 0.1597516871737284 4.79375 5.0,,,,
6444,6444 e6Ntsr1 5.162426979383636 176.2387286536607 0.2869558122332715 0.0835186069729717 2.79375 2.2,3.4,1.08,74.0,False
6445,6445 e6Ntsr1 2.6181846393696784 351.90935554983105 0.4044505494044732 0.0204516049768297 1.35 1.225,,,,
6446,6446 e6Ntsr1 8.537255894573853 173.59140344921238 0.3658938818239964 0.1169522454243263 3.8 2.85,,,,
6447,6447 e6Ntsr1 4.975906652651315 169.95167507716806 0.1897516692343339 0.0339551883117004 3.3125 3.65,,,,
6448,6448 e6Ntsr1 20.293413412029192 168.1379509888954 0.1666135240049358 0.0632977114388261 13.375 10.225,,,,
6449,6449 e6Ntsr1 12.024290779449911 171.65641524961438 0.2380857375547265 0.1279031371861133 6.768750000000001 8.350000000000001,,,,
6450,6450 e6Ntsr1 3.8822038379474977 171.86435507979397 0.2296554588140871 0.139143811060455 2.1437500000000003 2.35,,,,
6451,6451 e6Ntsr1 3.658379810370733 175.4593883285034 0.2125456802394623 0.0588630393442011 2.2625 2.7,,,,
6452,6452 e6Ntsr1 4.652759842446738 175.58793924131686 0.2186869833880657 0.101051017556335 2.6125000000000003 2.75,,,,
6453,6453 e6Ntsr1 4.160994589778449 166.79351090248142 0.1751016263803466 0.0160067785428199 2.7 2.8000000000000003,,,,
6454,6454 e6Ntsr1 2.7283823087458874 165.68611647475348 0.264262579159066 0.0891507440805092 1.375 1.2,,,,
6455,6455 e6Ntsr1 3.593655022514552 341.1381134471867 0.1484273254919159 0.0297847657113204 2.7625000000000006 2.8500000000000005,,,,
6456,6456 e6Ntsr1 13.74751379453027 182.63504517184268 0.2308140142415657 0.1552329510352535 7.15625 6.425000000000001,,,,
